SEX,AGE,EDUCATION,INCOME,ACTIVITY,CHURN,NEGTWEETS,STATE
M,69,4,18446,1,0,3,NY
M,34,4,18442,5,0,3,DE
F,49,4,18442,2,0,3,OK
M,29,1,18440,4,0,2,OH
M,59,1,18438,4,0,3,AR
F,44,1,18438,3,0,2,TN
F,71,1,18436,1,0,3,NY
M,48,1,18433,2,0,2,UT
F,76,1,18431,2,0,3,OR
F,40,1,18426,1,0,3,RI
M,46,1,18422,2,0,2,KY
F,80,4,18419,5,0,3,TX
F,51,1,18418,2,0,3,ID
M,54,1,18416,1,0,4,IL
F,49,1,18414,0,0,4,MS
F,24,1,18410,2,1,16,ND
M,35,1,18402,0,1,11,ND
M,40,1,18398,3,0,5,SD
F,34,1,18392,0,1,11,CA
M,32,1,18390,4,0,4,RI
M,54,1,18385,1,0,4,FL
F,52,1,18382,2,1,9,CA
M,55,1,18380,1,0,2,NJ
M,29,1,18380,2,0,4,NV
M,36,1,18380,3,0,4,MI
F,53,4,18379,2,0,5,WA
M,28,1,18379,5,1,11,OR
F,67,1,18377,3,0,3,ME
F,40,4,18375,5,0,2,TN
F,46,4,18374,1,0,3,NM
M,31,1,18372,5,0,3,NJ
F,68,1,18371,3,0,4,OK
M,53,1,18365,2,0,5,PA
F,74,4,18364,1,0,2,ID
M,23,1,18364,1,1,15,PA
F,24,4,18363,2,0,4,NE
F,30,1,18362,2,0,1,MT
M,60,4,18361,4,0,3,ME
F,36,1,18356,2,0,3,MI
F,42,1,18354,1,1,8,WA
F,52,4,18352,3,0,2,OR
M,62,1,18351,2,0,2,FL
F,75,1,18350,0,1,13,MD
M,34,1,18346,0,1,11,MD
F,37,4,18346,2,1,10,WA
F,48,4,18344,2,0,3,NH
F,44,1,18336,5,0,2,VA
F,25,1,18336,1,1,16,MD
M,31,4,18326,4,1,11,WA
F,45,4,18323,2,0,3,UT
M,74,4,18322,0,1,8,MD
M,52,1,18313,4,0,3,DC
F,37,1,18312,1,0,3,IN
M,63,1,18311,1,0,3,CT
F,31,4,18309,3,1,13,WA
F,28,4,18308,4,1,8,PA
F,55,1,18305,3,0,3,ND
M,39,4,18304,2,0,3,AZ
M,62,4,18303,1,0,4,AL
F,50,1,18301,2,0,2,AL
F,54,4,18300,3,0,3,WY
M,70,1,18297,1,0,4,AL
M,57,1,18293,3,0,3,PA
F,68,4,18292,3,0,2,NE
F,59,1,18288,1,0,3,MA
M,75,4,18283,2,0,2,TX
F,63,1,18278,0,0,1,VA
F,59,1,18267,0,0,2,ME
M,42,4,18265,1,1,10,CA
F,44,1,18261,1,1,12,MD
M,59,1,18261,1,0,2,OK
F,53,1,18258,1,0,5,NE
M,54,4,18254,2,1,6,MD
M,66,1,18248,4,1,11,OR
F,44,1,18247,2,1,15,MI
M,23,4,18246,2,0,2,MO
F,48,1,18245,1,1,9,ID
F,54,4,18244,0,0,2,PA
F,27,1,18242,2,1,5,CA
F,69,4,18236,2,0,3,CO
M,26,1,18231,2,1,11,WA
M,75,4,18224,2,0,3,FL
F,71,1,18219,3,0,1,VT
M,57,1,18218,5,0,4,AL
F,23,4,18214,2,1,6,MI
F,80,1,18204,2,0,6,NH
F,61,4,18203,2,0,3,OR
M,58,1,18200,2,0,3,ID
M,74,4,18199,5,0,5,WY
M,56,1,18199,1,0,4,DE
F,37,4,18198,3,0,2,MN
F,35,1,18197,2,0,3,NH
M,52,1,18195,2,1,10,OR
M,49,1,18191,4,0,4,NV
M,47,1,18190,2,0,3,NM
F,37,1,18189,2,0,2,VT
F,36,1,18189,1,0,3,NM
M,52,1,18188,3,0,5,MD
F,42,1,18188,2,0,2,KS
M,68,1,18182,5,0,3,KY
M,70,1,18175,2,0,5,TN
M,36,1,18174,0,1,9,WA
F,58,1,18172,3,0,2,UT
M,56,4,18171,2,0,2,DC
F,52,4,18169,2,0,4,ND
F,62,1,18168,3,0,4,FL
F,48,1,18166,5,0,4,IA
M,61,1,18165,2,0,2,CA
F,41,1,18163,2,0,2,PA
M,56,1,18163,3,0,4,FL
M,23,1,18163,3,1,11,WA
M,41,1,18161,1,1,9,ND
F,53,4,18161,1,0,4,LA
F,40,1,18160,2,0,3,SC
F,47,1,18159,2,1,10,PA
F,47,4,18153,2,0,4,TX
F,55,1,18152,4,0,3,KS
M,47,1,18151,5,0,3,GA
F,59,1,18149,5,0,5,OR
F,37,1,18149,0,1,8,OR
M,43,4,18149,5,1,12,MI
M,61,1,18143,1,0,6,SD
F,27,1,18142,2,1,13,CA
F,29,1,18140,4,0,1,LA
F,25,1,18137,4,0,3,AL
F,62,1,18135,2,0,2,ID
F,49,1,18131,1,0,2,SD
F,73,1,18131,1,0,3,RI
M,36,1,18131,3,0,5,TX
M,42,1,18129,1,0,5,ND
F,42,4,18127,3,0,3,TX
F,60,1,18127,5,0,4,LA
F,85,1,18123,1,0,4,MD
M,39,1,18123,1,1,11,ND
M,53,1,18112,2,0,3,WA
F,75,1,18109,2,0,2,SC
F,28,4,18106,1,1,13,ND
F,22,1,18103,1,1,5,ID
M,33,4,18099,2,0,3,OH
F,46,1,18087,4,0,3,NV
M,27,4,18086,2,0,4,WA
F,51,4,18081,0,0,4,OR
F,22,1,18079,2,0,5,NY
F,31,1,18078,1,1,16,PA
M,22,1,18076,3,0,0,OH
F,32,1,18075,1,1,9,OR
F,64,4,18073,2,1,11,ND
F,26,1,18071,4,0,3,ID
F,44,4,18069,2,0,2,DC
F,21,1,18064,4,0,5,DC
F,83,4,18060,2,0,3,ND
M,71,4,18060,2,0,2,ID
M,69,1,18058,2,0,2,TX
M,72,1,18058,2,1,15,OR
F,39,1,18057,0,1,12,MI
F,61,4,18057,0,1,10,ND
F,39,1,18055,2,0,2,AL
M,38,1,18054,1,0,2,GA
M,55,4,18053,3,1,14,PA
F,34,1,18043,1,0,3,VA
F,76,1,18035,4,0,1,DE
M,67,1,18035,1,0,3,GA
M,51,1,18032,4,0,3,AZ
M,58,1,18018,4,0,4,MT
M,63,1,18016,1,0,3,NY
F,41,1,18015,3,0,3,DE
M,44,4,18013,0,1,13,OR
F,48,1,18012,1,0,2,FL
F,62,1,18003,5,0,4,LA
M,53,1,18000,1,0,5,NV
M,27,1,17991,1,0,2,NJ
F,49,1,17987,0,0,4,GA
M,57,4,17986,2,0,3,NM
M,55,1,17985,3,0,4,OH
F,35,1,17985,2,0,4,MN
M,82,4,17981,0,0,3,WY
F,50,1,17973,1,0,3,MI
M,46,1,17972,2,0,2,NH
M,25,1,17967,1,0,3,AL
M,61,1,17963,4,0,3,OK
F,38,1,17961,0,0,5,IN
M,59,1,17960,1,0,2,ME
M,51,4,17957,1,0,4,SD
F,26,4,17950,4,1,11,MD
M,34,1,17950,1,1,14,ID
F,64,1,17947,2,1,7,ND
F,74,1,17947,4,0,2,AZ
M,76,1,17946,5,0,4,CT
M,74,1,17940,1,0,3,TN
F,32,1,17937,1,1,11,WA
F,41,1,17934,5,0,1,NY
M,24,4,17933,0,1,9,WA
M,33,1,17930,0,1,12,CA
M,40,1,17929,4,0,4,IA
M,22,1,17926,1,0,3,LA
F,59,1,17926,1,0,2,NV
F,58,1,17926,4,0,2,CA
F,47,4,17920,1,1,10,WA
M,21,4,17918,2,0,4,MS
M,47,1,17917,2,0,2,MN
F,66,1,17916,0,0,2,MT
M,37,4,17916,2,1,14,WA
F,59,1,17911,1,0,3,DC
F,54,4,17911,1,0,5,NM
F,37,1,17910,3,0,4,GA
M,42,1,17908,1,1,9,ID
F,36,4,17907,1,0,4,MD
M,40,1,17901,5,0,1,VT
F,46,1,17900,1,0,2,NC
M,56,1,17900,3,0,3,TN
F,48,1,17899,1,1,8,WA
F,51,1,17896,2,0,3,OH
F,33,1,17891,2,0,2,MS
M,69,1,17889,3,0,2,ME
F,56,1,17886,1,0,2,NV
F,60,1,17885,1,1,10,ID
F,37,4,17884,3,0,4,ND
F,53,4,17883,0,0,2,NC
M,29,1,17881,0,1,9,ND
M,38,4,17879,5,0,4,ND
F,20,1,17877,0,1,13,ID
M,52,4,17877,4,0,3,AZ
F,56,1,17876,2,0,3,NY
M,39,1,17876,0,1,10,ID
M,47,4,17875,1,0,3,UT
M,50,1,17867,2,0,4,UT
M,87,1,17866,1,0,4,NC
F,71,1,17863,0,1,6,CA
F,69,1,17863,1,0,2,UT
M,56,4,17863,2,0,3,FL
F,24,1,17862,1,0,2,TX
M,28,1,17861,2,1,7,CA
F,36,1,17859,0,1,8,WA
F,67,1,17856,2,0,2,MA
M,39,4,17855,1,0,2,KY
F,68,1,17854,2,0,3,MN
F,39,1,17853,5,0,4,NM
M,47,1,17847,3,0,3,CT
M,72,1,17846,2,1,8,WA
M,68,1,17842,1,0,4,AK
M,29,4,17839,3,0,2,SD
F,40,1,17832,1,0,1,NE
M,55,1,17831,1,0,4,WA
F,37,1,17831,2,0,3,IA
M,24,4,17830,5,0,5,VA
F,27,4,17830,1,0,3,WV
M,69,1,17828,2,0,3,NE
F,36,4,17826,4,0,4,MT
M,66,4,17820,0,0,4,PA
M,32,4,17819,2,1,13,MD
M,39,1,17817,2,0,2,MS
F,71,1,17816,1,0,4,TN
F,67,4,17815,3,0,3,MN
F,61,1,17815,2,1,9,ND
M,50,4,17812,3,0,4,WV
M,27,1,17812,0,1,6,PA
F,75,4,17806,3,0,3,NM
M,50,1,17806,3,1,14,ID
F,80,4,17804,0,0,1,WV
M,69,4,17802,2,0,3,GA
M,49,4,17800,5,0,4,AK
M,64,1,17799,3,0,2,AZ
F,67,1,17798,4,0,2,RI
F,56,1,17796,5,0,5,MD
M,26,4,17793,2,0,3,AL
F,44,1,17792,1,0,2,KS
M,72,4,17792,4,0,1,NJ
F,41,4,17788,3,0,3,IL
M,22,1,17786,5,1,11,CA
M,57,1,17785,4,0,2,IN
F,59,4,17781,1,0,3,WY
M,57,1,17779,2,0,4,MD
F,65,4,17773,2,0,1,MT
M,57,1,17760,4,0,4,ID
M,24,1,17759,3,0,2,ME
F,80,4,17753,2,0,2,AK
F,52,1,17752,1,0,2,SD
F,65,4,17748,2,0,3,SD
M,69,4,17746,0,0,2,MT
M,41,4,17746,3,0,4,IA
M,52,4,17738,5,0,3,DC
M,56,1,17733,2,0,2,NY
M,61,1,17724,1,0,3,FL
F,43,1,17719,0,1,8,CA
M,29,1,17712,0,1,5,ID
M,45,1,17710,0,1,13,ID
F,39,4,17708,2,0,3,CT
M,58,1,17703,3,0,4,TX
F,53,1,17700,4,0,4,VT
M,39,4,17698,3,0,4,DE
F,44,1,17696,1,0,3,AR
F,45,1,17696,2,1,14,MI
F,58,1,17694,3,0,3,TN
F,42,1,17690,1,1,7,ND
M,76,1,17680,1,0,3,DE
F,40,1,17680,2,0,3,ID
F,47,1,17678,2,0,1,ID
F,38,1,17671,2,0,2,OR
M,49,1,17668,2,0,2,NE
M,52,4,17662,2,0,2,DE
F,27,1,17659,4,1,11,MI
F,43,4,17658,1,1,12,WA
M,54,1,17658,2,0,3,CA
M,53,1,17651,1,0,4,TN
M,74,4,17651,3,0,5,IN
F,22,1,17649,3,0,2,MN
M,32,1,17648,2,0,4,TX
F,34,1,17643,5,0,3,IN
M,73,4,17642,2,0,3,MT
F,44,1,17640,2,0,4,KY
F,76,1,17638,2,1,7,CA
F,79,1,17630,4,0,2,ME
M,58,1,17627,3,0,3,CA
M,33,1,17625,4,0,4,VA
M,44,4,17618,1,1,8,PA
M,63,1,17617,5,0,3,WY
M,67,1,17615,3,0,2,NV
F,50,4,17614,1,0,5,NM
F,29,4,17613,2,0,1,MN
M,56,4,17613,5,0,4,AZ
M,70,1,17609,2,0,2,OH
F,36,1,17607,2,1,10,ID
F,48,1,17606,1,1,12,WA
M,35,1,17601,2,0,4,TX
F,62,1,17599,2,1,15,WA
F,45,1,17598,2,0,2,NC
M,60,1,17597,3,0,3,FL
M,62,4,17585,3,0,3,NE
F,59,4,17583,2,0,3,SC
F,41,1,17576,2,0,3,MN
F,53,1,17576,1,0,4,AK
F,69,1,17574,4,0,4,IL
F,39,1,17573,4,0,3,WV
M,47,4,17568,2,0,3,MI
F,38,1,17565,1,0,4,MT
M,31,4,17557,1,0,3,GA
F,51,1,17555,1,1,16,OR
M,67,1,17554,1,0,2,ND
M,41,1,17554,3,0,3,DC
F,32,4,17553,1,0,1,TX
M,32,1,17553,3,1,17,OR
M,36,1,17550,4,1,7,WA
M,70,4,17550,0,0,3,MT
F,61,1,17542,2,0,4,DE
M,58,4,17537,3,0,4,PA
F,49,4,17534,3,0,2,LA
F,81,1,17532,3,0,2,FL
F,31,1,17531,4,0,2,TX
F,67,1,17528,1,0,3,CO
F,38,1,17525,5,0,3,AZ
F,43,1,17521,2,0,1,NC
M,68,1,17520,3,0,3,OK
F,59,1,17517,1,0,2,NM
M,52,1,17513,1,0,3,SD
F,35,1,17512,2,0,4,AZ
M,20,4,17511,2,1,5,PA
F,25,1,17505,2,0,4,AL
M,27,1,17501,2,0,3,DC
M,54,1,17499,4,0,3,OR
M,47,1,17498,1,1,8,ND
F,47,1,17496,3,0,3,KY
M,61,4,17493,2,0,1,ID
F,49,1,17493,1,0,3,DE
F,82,1,17493,2,0,3,FL
F,80,4,17491,0,0,3,LA
M,54,1,17486,1,0,4,NV
M,42,1,17482,4,0,3,NE
M,65,4,17481,3,1,11,OR
M,75,4,17476,2,0,3,WI
M,48,1,17475,2,0,4,AZ
F,46,1,17471,5,0,4,ND
M,32,1,17470,2,0,5,WA
M,59,4,17468,2,0,3,ND
F,51,1,17465,0,1,11,ID
F,64,1,17463,2,1,10,CA
M,36,1,17461,2,0,4,VT
F,41,1,17461,1,1,12,CA
F,72,1,17459,3,0,5,MI
F,31,1,17458,4,0,3,UT
F,41,1,17457,5,0,3,ND
F,42,1,17456,2,0,3,UT
F,54,1,17453,2,0,3,SD
M,79,1,17446,2,0,4,KS
F,45,1,17445,2,0,1,IL
F,58,4,17441,4,0,3,WA
M,39,1,17440,4,0,4,WY
M,51,4,17438,1,1,10,PA
M,50,1,17436,3,0,3,IA
F,59,1,17433,2,1,3,WA
M,34,4,17430,1,1,9,MD
M,60,1,17428,2,0,4,MN
M,32,1,17422,1,1,9,WA
M,57,1,17422,2,0,3,IA
F,79,1,17422,2,0,2,FL
M,45,1,17415,4,0,4,IL
M,63,1,17414,4,0,4,OK
F,64,1,17414,2,0,3,KS
M,67,1,17409,2,0,4,WI
M,43,1,17407,1,0,5,NY
M,41,4,17405,1,0,2,DE
F,51,4,17404,0,1,7,WA
M,46,1,17403,0,1,8,PA
F,48,1,17403,5,0,5,WI
M,33,4,17400,5,0,4,NM
M,36,1,17398,1,1,12,ND
M,46,1,17397,2,0,0,NM
M,48,1,17395,2,0,2,AR
M,42,1,17389,2,0,2,RI
M,73,1,17388,2,0,2,FL
F,74,4,17387,0,1,10,ID
M,39,1,17385,3,0,4,VT
F,62,1,17381,1,0,4,WI
M,61,1,17380,1,0,4,IA
M,69,1,17380,2,0,2,RI
M,50,1,17377,0,0,3,MO
F,77,1,17373,2,0,3,NH
F,52,1,17367,2,0,5,MT
M,37,1,17367,2,0,3,DE
M,52,1,17365,1,0,3,MD
M,21,1,17364,1,1,6,OR
F,35,4,17363,1,1,7,ND
F,58,4,17361,4,0,4,SC
F,44,1,17360,0,1,15,ND
M,52,1,17360,5,0,2,MI
F,68,1,17360,1,0,2,NC
F,51,1,17359,4,0,2,AR
F,33,1,17359,2,0,3,IL
M,69,1,17358,2,0,3,IN
M,59,1,17358,2,0,4,TN
M,50,4,17357,3,0,2,VT
F,28,1,17357,1,1,10,CA
F,46,1,17351,0,1,8,WA
M,68,4,17350,4,1,10,WA
M,27,1,17350,2,1,10,PA
F,73,4,17349,1,0,3,IL
M,51,4,17347,4,0,2,PA
F,88,1,17343,2,0,4,NJ
M,84,4,17343,4,0,5,NE
F,39,1,17338,5,0,3,MT
F,38,4,17337,3,0,2,AR
F,71,1,17334,4,0,4,ID
M,37,1,17327,4,0,2,KS
M,72,4,17325,0,0,2,NM
M,36,4,17323,2,0,5,WI
M,41,4,17312,2,0,4,KS
M,45,1,17306,4,0,4,VA
F,62,1,17305,4,0,4,ND
F,67,1,17302,2,0,3,KS
F,42,1,17300,2,0,2,VT
M,50,1,17298,2,0,4,WA
F,27,4,17287,1,1,15,OR
M,55,4,17286,4,0,2,GA
M,44,1,17285,2,0,3,KS
M,78,1,17284,4,0,5,UT
F,71,1,17281,1,0,3,VT
M,78,1,17279,2,0,2,MS
M,32,4,17279,3,0,4,MI
M,39,4,17275,0,1,12,PA
F,57,1,17274,1,0,2,MI
M,41,1,17272,2,0,3,LA
F,59,1,17271,4,0,1,NC
F,33,1,17269,1,0,4,CA
M,50,1,17268,1,0,2,OR
M,65,1,17262,3,0,2,WV
M,49,4,17251,1,0,3,NC
F,53,1,17249,0,0,4,NJ
F,46,4,17249,0,1,13,OR
F,51,1,17248,4,0,4,KS
F,45,1,17246,2,0,3,AL
M,30,1,17246,2,1,10,PA
M,36,1,17242,1,0,2,MS
M,29,1,17242,3,0,2,PA
M,32,1,17240,4,0,3,WA
M,40,1,17239,2,0,3,ID
M,40,1,17237,1,0,4,IN
M,66,4,17235,0,0,5,IN
F,35,1,17233,4,0,4,SC
M,54,4,17228,2,0,3,NV
F,39,1,17227,4,0,2,MO
F,51,1,17225,2,0,3,AL
M,25,4,17222,4,0,3,NY
F,33,1,17218,1,1,10,OR
M,22,1,17216,4,1,8,ND
M,69,1,17215,2,0,0,MS
F,49,1,17212,1,0,3,UT
F,25,1,17210,2,0,2,AZ
M,36,1,17210,2,0,3,GA
F,50,4,17210,1,1,15,ND
M,70,1,17210,2,0,3,ME
F,62,1,17209,2,0,4,FL
M,43,1,17208,3,0,2,NM
M,60,1,17205,2,1,13,WA
M,48,1,17195,2,0,1,MI
M,41,4,17195,4,0,3,MD
F,28,4,17194,1,1,10,CA
M,77,4,17193,2,0,2,ID
M,35,4,17192,0,1,8,MI
M,25,4,17191,2,1,13,ID
M,24,1,17191,2,1,10,PA
M,46,1,17190,1,0,3,ME
M,63,4,17187,2,0,4,MD
F,49,1,17184,1,0,2,UT
M,64,1,17183,0,0,3,NH
F,29,1,17182,0,1,12,MI
M,73,4,17181,2,1,7,CA
F,61,4,17178,0,0,2,NV
M,78,1,17178,4,0,2,KY
M,41,1,17176,1,1,8,CA
M,22,1,17174,0,1,4,ND
M,43,4,17174,1,0,3,NE
M,55,4,17173,3,0,2,LA
M,51,4,17173,3,0,2,DE
F,58,1,17171,1,0,1,RI
F,76,1,17167,3,0,3,DC
F,26,1,17167,0,1,9,ND
F,45,4,17166,3,0,3,DC
M,54,4,17152,2,0,3,MD
M,42,1,17152,3,0,1,IA
M,36,1,17150,4,1,10,WA
M,43,1,17147,0,1,8,ND
F,68,1,17146,1,0,3,SD
F,65,1,17145,2,1,5,ND
M,46,1,17139,4,0,5,KY
F,54,1,17139,4,1,11,ID
F,36,1,17138,5,0,2,NE
M,47,1,17136,4,1,4,WA
M,26,1,17132,2,0,1,MO
F,70,1,17131,3,0,4,CT
M,56,1,17129,1,0,3,NV
F,37,4,17129,2,0,0,FL
F,65,1,17128,2,0,2,AL
F,53,1,17128,1,0,2,MD
F,26,4,17128,2,0,3,ND
M,74,1,17127,1,0,3,PA
F,58,4,17127,3,0,3,NC
M,61,1,17124,1,1,10,MI
M,21,1,17123,1,1,4,CA
F,26,1,17121,2,0,4,DE
M,48,4,17121,1,0,3,OH
F,51,1,17120,2,1,13,OR
M,40,1,17118,2,0,4,LA
M,57,1,17116,2,0,1,PA
M,46,4,17116,5,0,4,AZ
M,70,4,17115,5,0,2,WA
F,48,1,17111,2,0,2,MT
F,55,1,17108,2,0,1,MI
F,24,4,17105,2,1,6,MD
M,22,1,17104,0,1,9,MI
M,38,1,17104,1,0,2,DC
M,41,4,17102,2,0,4,MN
F,50,4,17100,1,0,5,NE
F,47,4,17100,0,1,4,ID
F,22,1,17099,4,0,3,ID
F,27,4,17094,2,1,11,OR
F,54,4,17089,2,0,3,PA
F,20,1,17088,0,1,7,CA
M,39,1,17086,0,1,9,OR
M,52,1,17080,1,1,11,MD
F,51,1,17079,1,0,3,OH
F,44,1,17076,5,0,5,LA
M,63,4,17076,2,0,4,VA
F,52,4,17073,1,0,2,NC
M,53,4,17072,2,0,3,PA
M,86,1,17063,1,0,4,ID
F,75,1,17063,2,0,3,KS
F,70,1,17061,1,0,3,ME
M,37,4,17060,5,0,3,TX
M,36,1,17054,3,0,4,PA
M,61,1,17053,4,0,2,SC
F,35,1,17053,1,1,11,PA
M,57,4,17053,1,0,3,SC
M,81,4,17053,5,0,1,CO
M,88,1,17044,0,0,4,IN
M,28,1,17043,2,0,4,CT
F,69,1,17041,2,0,4,AL
F,83,1,17039,4,0,2,OR
M,31,1,17036,2,0,1,NC
F,45,1,17033,5,0,3,NH
F,29,1,17031,1,1,11,ND
F,78,1,17027,2,0,4,AR
M,39,4,17027,4,0,3,MI
F,32,1,17026,0,1,8,MD
M,65,4,17019,5,0,4,CO
F,66,1,17017,3,0,3,AK
F,38,4,17016,1,1,10,PA
F,61,1,17012,0,0,3,MS
F,34,1,17001,1,1,5,CA
F,25,1,17000,0,1,13,ND
F,54,1,16993,5,0,3,WI
F,45,1,16992,0,1,9,MD
F,74,1,16990,2,0,2,PA
F,49,1,16984,0,1,8,OR
M,38,1,16983,4,0,5,IL
M,20,1,16982,0,1,7,CA
F,59,4,16981,4,0,4,AR
F,57,1,16979,0,1,11,CA
M,36,1,16978,1,0,2,KY
M,71,1,16973,0,0,2,DE
F,86,1,16972,4,0,4,MO
F,25,1,16971,5,0,2,IL
F,66,4,16969,4,0,2,IA
F,39,1,16968,2,1,10,PA
M,25,1,16964,2,1,14,OR
F,53,1,16964,1,0,2,MO
F,64,1,16964,3,0,2,PA
F,44,1,16958,2,0,4,MT
F,21,1,16957,2,1,13,ID
F,64,1,16955,2,0,4,TN
F,38,4,16955,3,0,4,MT
M,62,1,16955,1,0,3,SC
M,48,1,16941,3,0,4,ID
M,62,1,16939,3,0,2,IL
M,41,1,16932,1,1,16,ID
F,39,1,16920,2,0,3,LA
M,60,1,16913,3,0,2,NE
M,83,1,16910,1,0,3,MD
M,55,4,16910,0,1,10,ND
F,65,1,16909,1,0,3,MO
M,61,1,16909,3,1,8,ID
M,30,1,16907,5,1,13,ND
M,79,1,16904,2,0,3,OH
M,43,1,16903,4,0,4,KS
F,74,1,16902,2,0,3,CT
F,50,4,16900,3,0,3,MO
M,28,4,16898,2,0,4,WV
F,38,1,16897,2,0,3,VA
M,45,1,16897,2,0,3,MN
M,39,4,16891,0,1,11,ID
F,46,1,16887,4,0,2,AL
F,24,1,16886,2,0,4,MN
F,43,4,16882,0,0,3,CA
F,45,1,16882,2,1,6,MI
M,42,1,16881,3,0,3,IL
M,56,1,16880,2,0,3,KY
F,42,4,16876,2,0,5,AZ
F,77,4,16873,3,0,3,KY
M,86,4,16873,4,0,4,WV
M,21,4,16869,5,1,10,PA
F,51,1,16869,4,0,1,NE
F,41,4,16868,2,0,2,NE
M,58,4,16865,2,0,5,NJ
F,42,1,16862,2,0,4,IL
M,50,4,16858,2,0,2,NH
F,52,1,16854,2,0,2,ME
F,36,1,16853,1,1,10,WA
F,43,1,16852,4,0,5,WV
F,31,1,16849,1,1,16,ID
F,27,1,16848,2,1,11,ID
M,38,1,16846,2,0,2,UT
M,43,4,16844,3,1,12,OR
M,41,4,16843,2,0,2,CT
F,54,1,16839,3,0,4,WI
F,53,1,16838,2,0,3,ND
F,22,1,16832,2,1,14,MD
M,66,1,16824,1,1,11,MI
F,34,1,16824,0,1,6,CA
F,66,1,16817,2,0,4,CT
M,80,4,16816,5,0,4,OK
M,32,1,16812,4,0,4,IL
M,46,1,16808,2,0,3,GA
M,25,1,16808,4,0,4,CT
F,43,4,16805,3,0,3,MA
F,58,4,16805,2,0,3,KY
M,54,1,16804,0,1,8,MD
M,23,1,16803,4,0,3,UT
M,64,1,16795,2,0,3,IL
F,57,1,16790,2,0,4,UT
F,38,1,16790,0,1,7,MD
M,56,4,16788,1,0,2,NJ
F,85,1,16787,4,0,2,CA
F,22,1,16786,4,1,8,ND
M,69,1,16783,3,0,4,MN
F,74,4,16783,3,0,3,UT
M,48,1,16783,0,1,14,MD
M,60,1,16780,1,0,4,NJ
F,63,1,16780,0,0,4,OH
F,67,1,16776,2,0,4,FL
F,52,1,16775,3,0,2,ND
F,31,1,16772,4,1,12,ND
F,50,1,16760,1,0,3,DE
M,34,1,16760,2,0,4,KY
M,39,4,16759,1,1,9,OR
M,62,4,16755,1,0,2,DE
F,26,4,16752,1,1,11,MD
M,23,1,16747,2,1,7,MI
M,86,1,16747,2,0,0,RI
M,44,4,16743,1,1,9,ND
M,61,4,16739,2,0,3,DE
F,76,4,16739,1,0,2,DC
M,44,1,16722,4,0,3,VA
F,22,4,16721,0,1,10,ID
M,56,1,16719,0,0,3,FL
F,58,4,16715,3,1,15,OR
F,45,1,16713,2,1,11,ND
F,40,1,16709,2,0,2,DE
F,59,1,16708,0,0,2,UT
M,23,1,16705,2,1,11,ID
F,35,1,16704,1,0,3,ID
F,44,1,16702,3,0,4,LA
F,29,4,16701,1,0,3,NE
F,61,1,16701,4,0,2,OK
F,76,1,16699,0,0,2,KY
M,25,4,16699,0,1,9,OR
M,20,1,16697,5,0,3,NE
M,45,1,16696,4,0,4,UT
F,37,1,16692,1,1,13,MI
M,52,1,16691,3,0,4,VT
M,25,1,16691,0,1,8,WA
F,47,4,16689,5,0,2,MT
F,28,1,16689,2,1,11,OR
M,85,1,16687,2,0,3,SD
F,64,1,16676,5,0,2,NY
M,54,1,16676,4,0,4,NC
M,67,1,16671,2,0,2,FL
M,31,4,16669,2,1,8,MI
M,57,4,16668,2,0,3,TN
M,30,4,16665,1,1,9,OR
M,80,1,16665,3,0,1,MA
F,47,1,16664,3,0,3,FL
M,67,4,16662,0,0,2,OR
M,69,1,16660,2,0,5,MO
F,86,4,16657,2,1,12,ID
F,52,4,16655,1,0,2,MD
F,33,1,16652,4,0,4,VA
F,64,1,16650,1,0,2,MI
F,57,4,16649,4,0,4,SC
M,44,1,16647,2,0,3,CO
M,69,1,16647,2,0,2,NV
M,68,1,16646,3,0,2,FL
F,35,1,16645,5,0,3,VA
F,63,1,16643,0,1,12,OR
F,51,4,16642,2,1,10,ND
F,43,1,16640,2,0,3,AL
F,57,1,16638,2,0,4,WY
F,34,4,16638,2,0,2,AR
F,69,1,16637,1,0,4,NE
M,46,1,16634,4,0,2,MO
F,64,4,16632,2,0,3,SC
F,38,1,16630,1,1,15,MD
F,28,4,16628,1,0,4,OK
M,55,1,16626,5,0,3,IL
F,67,1,16625,5,0,3,SC
M,75,1,16624,0,1,13,MD
F,37,1,16621,1,0,4,TX
M,48,1,16620,2,0,4,NH
M,30,1,16612,1,0,4,RI
F,38,1,16605,2,0,1,CT
F,37,1,16605,2,0,2,AR
F,49,1,16604,0,1,4,PA
F,73,1,16603,4,0,2,NY
F,38,1,16599,1,1,10,PA
M,69,1,16596,1,0,2,NH
F,47,1,16592,4,0,2,WA
M,52,1,16590,5,0,4,MD
F,58,1,16589,5,0,4,MT
M,58,1,16581,0,1,10,CA
M,23,1,16580,1,1,12,CA
M,49,1,16579,5,0,3,WA
F,47,1,16576,3,0,3,ID
M,45,1,16576,4,0,2,MS
F,53,1,16575,4,0,4,KY
F,54,1,16574,0,0,3,ID
M,69,1,16573,3,0,3,OR
M,61,4,16564,2,0,4,GA
M,70,1,16563,5,0,3,LA
M,66,1,16561,2,0,1,IA
M,32,4,16556,1,0,2,MT
M,77,1,16556,4,0,5,CT
M,30,4,16556,2,0,3,WI
F,48,1,16554,5,0,0,MA
F,57,4,16553,2,0,3,VT
M,20,1,16552,1,1,13,ND
F,71,1,16548,1,1,11,ID
M,64,1,16548,2,0,2,NM
